#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#St, _2MASS, Rmag, Kmag, pmRA, pmDE, SpT1, mbol, DMph, DMkin, RV, vsini, SpT, EWHa, EWLi, Mm, u_Mm, n_Mm, f_Mm, Opt, Denis, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, string, float, float, float, float, float, string, float, float, string, string, string, string, float, float, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
St,_2MASS,Rmag,Kmag,pmRA,pmDE,SpT1,mbol,DMph,DMkin,RV,vsini,SpT,EWHa,EWLi,Mm,u_Mm,n_Mm,f_Mm,Opt,Denis,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag_,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'C',b'04440824-4406473',11,8.42000007629395,39.5999984741211,5.90000009536743,b'M2.7',11.039999961853,2.15000009536743,4.40000009536743,24.6000003814697,5.19999980926514,b'M0.9',-1.71000003814697,14.6000003814697,b'N',b'?',b'RV',b'',1,1,71.03433,-44.11314,71.03433,-44.11314,200441011,71.034345,-44.11314,NaN,NaN,10.606,STAR,2mass,0.0387702007889218,20180610,,,230-005104,04440824-4406473,,J044408.29-440647.1,4814443246854579072,,,tmgaia,NaN,NaN,,NaN,NaN,,249.155751,-40.870639,56.010534,-65.329833,NaN,NaN,12.683,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.274,0.025,8.652,0.022,8.416,0.022,AAA-222-111-000-0-0,7.2,8.315,0.025,8.23,0.021,8.021,0.019,7.668,0.118,11.5566,0.000345996,0.018,gaiaj,,3585,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0107515,NaN,0,NaN,,,NaN
b'C',b'01532494-6833226',15.1000003814697,10.1800003051758,98,-16.2999992370605,b'M5.0',13.0200004577637,2.00999999046326,3.20000004768372,9.80000019073486,11.6000003814697,b'M4.5',-14.4499998092651,-54.5999984741211,b'Y',b'',b'RV',b'',2,1,28.35392,-68.55628,28.35392,-68.55628,232073492,28.353933,-68.55629,95.3633,-15.806,12.901,STAR,2mass,0.0398589273878512,20180610,,,108-001795,01532494-6833226,,J015325.12-683322.8,4694395406238282240,33081149,,tmgaia,3.05771,3.0577,hsoy,NaN,NaN,,294.610715,-47.55812,326.748555,-67.37386,15.927,NaN,16.323,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.07,0.026,10.495,0.026,10.176,0.021,AAA-222-111-000-0-0,34.9,9.997,0.023,9.766,0.02,9.576,0.034,9.363,NaN,14.1429,0.000973277,0.018,gaiaj,,2994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0223574,NaN,23,0.01576087,,,NaN
b'C',b'01375879-5645447',14.1000003814697,9.52999973297119,92.5,-32.7999992370605,b'M3.8',12.210000038147,2.45000004768372,3.29999995231628,8.5,9.80000019073486,b'M3.9',-8.82999992370605,-36.4000015258789,b'Y',b'',b'RV',b'',3,1,24.49496,-56.76242,24.49496,-56.76242,230982053,24.494977,-56.762426,92.2151,-36.7693,12.104,STAR,2mass,0.0398972426767642,20180610,,,167-001469,01375879-5645447,,J013758.91-564545.1,4911252909217288704,27159257,,tmgaia,4.70423,4.70423,hsoy,NaN,NaN,,290.4551,-59.22417,346.017208,-59.068595,16.565,0.225,15.274,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.388,0.023,9.819,0.027,9.535,0.021,AAA-222-111-000-0-0,20.2,9.362,0.023,9.17,0.021,9.006,0.029,8.961,0.515,13.2817,0.000635325,0.017,gaiaj,,3085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.022411,NaN,20,0.01160639,,,NaN
b'K',b'02073220-5940210',9.80000019073486,7.53999996185303,92.3000030517578,-23.2999992370605,b'K7.1',9.76000022888184,2.79999995231628,3.29999995231628,10.3999996185303,6.69999980926514,b'K4.1',-0.25,210.899993896484,b'Y',b'',b'Li',b'',2,0,31.88417,-59.6725,31.88417,-59.6725,231064750,31.884183,-59.672509,93.5821,-22.9279,9.143,STAR,2mass,0.0401023370172663,20180610,,8489-01155-1,152-001922,02073220-5940210,,J020732.33-594021.3,4714764443257804544,27168070,,tmgaia,0.518292,1.39485,tgas,22.3834,0.3713,tgas,286.286104,-54.927888,347.04402,-63.898985,11.361,0.088,10.364,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.328,0.026,7.709,0.042,7.537,0.018,AAA-111-111-000-0-0,44.6,7.246,0.031,7.356,0.02,7.279,0.017,7.241,0.091,9.7459,0.000345996,0.019,gaiaj,tplx,4331,167,4.37443,0.42073,NaN,NaN,0.893671,0.150793,0.676898,0.0794101,1.92193,0.574796,GIANT,0.15809,0.03152018,44.67596,0.729,0.0256061,NaN,0,NaN,,,NaN
b'C',b'05421278-3738180',11.6000003814697,8.5,27.6000003814697,9.30000019073486,b'M1.0',11.0100002288818,3.03999996185303,4.30000019073486,75.1999969482422,5.30000019073486,b'K3.0',1.04999995231628,-44.7999992370605,b'N',b'',b'Li',b'',2,1,85.55325,-37.63833,85.55325,-37.63833,21444273,85.553261,-37.638337,25.4128,11.5723,10.663,STAR,2mass,0.0402292849129554,20180610,,,262-007077,05421278-3738180,,J054212.80-373817.9,4808702318688250624,17597329,,tmgaia,1.24104,1.24107,hsoy,NaN,NaN,,242.908245,-29.216456,82.73245,-60.965495,14.013,0.006,12.534,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.392,0.024,8.728,0.033,8.504,0.023,AAA-212-111-000-0-0,45.5,8.44,0.023,8.403,0.02,8.291,0.021,8.255,0.217,11.5738,0.000345996,0.018,gaiaj,,3684,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0461123,NaN,0,NaN,,,NaN
b'C',b'00155556-6137519',13.6999998092651,9.77000045776367,70.0999984741211,-42.2000007629395,b'M2.8',12.3900003433228,3.4300000667572,3.79999995231628,19.8999996185303,8.89999961853027,b'M3.0',-4.03000020980835,-0.600000023841858,b'N',b'?',b'RV',b'',2,1,3.9815,-61.63108,3.9815,-61.63108,355767053,3.981512,-61.63109,65.0495,-40.3222,12.15,STAR,2mass,0.0414406911494095,20180610,,,142-000293,00155556-6137519,,J001555.67-613752.4,4904674599868457856,29728827,,tmgaia,4.97426,4.97426,hsoy,NaN,NaN,,310.274866,-54.987987,325.998304,-55.127036,16.214,0.02,15.003,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.593,0.022,10.004,0.022,9.77,0.021,AAA-222-111-000-0-0,40.9,9.613,0.023,9.438,0.02,9.306,0.032,8.928,0.412,13.2361,0.000621469,0.017,gaiaj,,3238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0118556,NaN,19,0.003475761,,,NaN
b'C',b'00394063-6224125',15,10.3800001144409,104.099998474121,-38.7999992370605,b'M4.2',13.1000003814697,2.96000003814697,3.09999990463257,6.69999980926514,19.1000003814697,b'M4.9',-8.69999980926514,495,b'Y',b'',b'Li',b'',2,1,9.91929,-62.40347,9.91929,-62.40347,234495456,9.919299,-62.403481,NaN,NaN,13.496,STAR,2mass,0.0423489264747903,20180610,,,138-000635,00394063-6224125,,J003940.81-622413.0,,,,2mass,NaN,NaN,,NaN,NaN,,305.286873,-54.670961,328.529458,-57.655198,18.353,0.165,17.168,1.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.233,0.023,10.695,0.021,10.376,0.021,AAA-222-111-000-0-0,13.3,10.199,0.023,9.965,0.019,9.764,0.042,8.711,0.355,NaN,NaN,0.39,vjk,,2830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0138743,NaN,20,0.00550901,,,NaN
b'C',b'00125703-7952073',13,8.75,80.9000015258789,-46.0999984741211,b'M3.4',11.4399995803833,2.01999998092651,3.40000009536743,9.39999961853027,9.30000019073486,b'M2.9',-4.94999980926514,15.5,b'Y',b'',b'RV',b'',2,4,3.23762,-79.86869,3.23762,-79.86869,290496318,3.237665,-79.868699,79.8322,-44.2663,11.175,STAR,2mass,0.0431487339621894,20180610,,,051-000147,00125703-7952073,,J001257.36-795207.7,4634516174787328000,34546870,,tmgaia,1.23739,1.23732,hsoy,NaN,NaN,,305.044531,-37.101176,294.664369,-65.111401,15.062,0.125,13.681,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.682,0.026,9.047,0.044,8.753,0.019,AAA-212-111-000-0-0,40.4,8.663,0.023,8.539,0.02,8.401,0.022,8.382,0.273,12.2229,0.000384051,0.018,gaiaj,,3406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0796897,NaN,33,0.04933692,,,NaN
b'C',b'23170011-7432095',13.8999996185303,9.5600004196167,81.6999969482422,-78.3000030517578,b'M4.1',12.25,2.22000002861023,3,8.30000019073486,14.8999996185303,b'M3.6',-6.57000017166138,22.7999992370605,b'Y',b'',b'RV',b'',2,2,349.25046,-74.53597,349.25046,-74.53597,261560580,349.250464,-74.535982,72.3161,-67.927,12.051,STAR,2mass,0.0433702882748288,20180610,,,078-051906,23170011-7432095,,J231700.31-743210.2,6378892093808486784,34533177,,tmgaia,3.76009,3.76009,hsoy,NaN,NaN,,311.074153,-41.06498,301.408639,-59.824003,16.386,0.087,15.145,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.402,0.024,9.83,0.025,9.555,0.025,AAA-222-111-000-0-0,52.9,9.389,0.023,9.208,0.02,9.062,0.03,8.87,0.419,13.1907,0.000608008,0.017,gaiaj,,3127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.030346,NaN,35,0.002582808,,,NaN
b'C',b'00173041-5957044',10.3999996185303,7.6399998664856,112.800003051758,-68.5999984741211,b'K7.9',10.0299997329712,2.5,2.79999995231628,-1.89999997615814,4.59999990463257,b'K7.1',0.589999973773956,-24,b'N',b'',b'H{alpha}',b'',2,1,4.37671,-59.95122,4.37671,-59.95122,201310500,4.37673,-59.951227,113.2,-40.25,9.666,STAR,2mass,0.0439870869088762,20180610,1399,8470-01261-1,151-000261,00173041-5957044,,J001730.61-595705.1,4905808539954117888,27131829,,tmgaia,2.3,2.14,hip,22.54,2.33,hip,310.656658,-56.665229,328.225623,-54.034654,12.709,0.008,11.3,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.499,0.019,7.806,0.026,7.645,0.023,AAA-111-111-000-0-0,58.3,7.485,0.033,7.564,0.02,7.46,0.017,7.439,0.099,10.5097,0.000345996,0.017,gaiaj,splin,3897,169,NaN,NaN,NaN,NaN,0.616715,0.073134,0.6036691,0.0799335,2.57362,0.915588,DWARF,0.07902889,0.01874348,44.36557,4.58615,0.0130067,NaN,0,NaN,,,NaN
b'C',b'00302572-6236015',10.6000003814697,7.55000019073486,95.5,-48.4000015258789,b'K7.9',9.97999954223633,2.45000004768372,3.20000004768372,9.39999961853027,11.1999998092651,b'M2.2',-4.51000022888184,-21.7000007629395,b'Y',b'',b'RV',b'',2,0,7.60717,-62.60042,7.60717,-62.60042,231914259,7.607177,-62.600432,89.2555,-49.6076,9.913,STAR,2mass,0.0447294908560885,20180610,,,137-000439,00302572-6236015,,J003025.74-623602.5,4900997558106925568,29732679,,tmgaia,5.54432,5.54429,hsoy,NaN,NaN,,307.077692,-54.358381,326.908405,-57.01264,13.538,0.047,12.318,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.445,0.024,7.8,0.029,7.549,0.02,AAA-111-111-000-0-0,4.4,7.114,0.039,7.174,0.02,7.068,0.015,6.841,0.082,10.9474,0.000345996,0.018,gaiaj,,3437,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0165904,NaN,0,NaN,,,NaN
b'C',b'02205139-5823411',13.1000003814697,8.82999992370605,110.5,-8.89999961853027,b'M3.2',11.4700002670288,2.22000002861023,2.90000009536743,12.1000003814697,11.3000001907349,b'M3.2',-8.9399995803833,-12.1000003814697,b'Y',b'',b'RV',b'',2,1,35.21412,-58.39475,35.21412,-58.39475,201795667,35.21414,-58.394757,91.9879,-14.9939,11.254,STAR,2mass,0.0453738816779533,20180610,,,159-002053,02205139-5823411,,J022051.51-582341.2,4738200052567400064,27172452,,tmgaia,4.32072,4.32072,hsoy,NaN,NaN,,282.567429,-55.05581,351.823238,-64.369934,15.449,0.046,14.204,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.666,0.022,9.087,0.023,8.831,0.021,AAA-222-111-000-0-0,123,8.674,0.023,8.526,0.02,8.384,0.021,8.037,0.157,12.3594,0.000409479,0.017,gaiaj,,3195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0252433,NaN,18,1.24301E-09,,,NaN
b'C',b'01344601-5707564',16.2999992370605,11.1599998474121,68.1999969482422,-18.7999992370605,b'M4.6',13.9700002670288,3.40000009536743,4,11.1000003814697,26,b'M4.9',-20.4300003051758,526.099975585938,b'Y',b'',b'Li',b'',1,0,23.69171,-57.13233,23.69171,-57.13233,206623351,23.691714,-57.132343,NaN,NaN,14.728,STAR,2mass,0.0474479974373928,20180610,,,,01344601-5707564,,J013446.14-570756.7,,,,2mass,NaN,NaN,,NaN,NaN,,291.502176,-59.024058,344.906252,-59.021307,20.461,0.226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.073,0.024,11.517,0.03,11.164,0.025,AAA-222-111-000-0-0,27.6,10.975,0.022,10.75,0.021,10.536,0.061,9.33,NaN,NaN,NaN,0.21,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0233086,NaN,0,NaN,,,NaN
b'C',b'02070176-4406380',11.8000001907349,8.39999961853027,95.6999969482422,-32.7999992370605,b'M1.2',10.9399995803833,2.86999988555908,3.20000004768372,11.1000003814697,4.69999980926514,b'M1.9',-2.61999988555908,-7.09999990463257,b'Y',b'',b'RV',b'2',2,1,31.75733,-44.11056,31.75733,-44.11056,165941376,31.757348,-44.110564,82.4652,9.12355,10.797,STAR,2mass,0.0487037353402775,20180610,,,230-002037,02070176-4406380,,J020701.85-440638.4,4944355149880789376,19717346,,tmgaia,4.71971,4.71971,hsoy,NaN,NaN,,266.031986,-67.212945,6.526544,-52.085491,14.727,0.056,13.526,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.27,0.027,8.694,0.035,8.395,0.021,AAA-221-111-000-0-0,6.8,8.246,0.023,8.089,0.021,7.987,0.019,8.061,0.207,11.8664,0.000345996,0.018,gaiaj,,3261,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0162855,NaN,0,NaN,,,NaN
b'C',b'02420204-5359147',14.6999998092651,9.97999954223633,97,-20.7999992370605,b'M4.3',12.6999998092651,2.45000004768372,3.09999990463257,11.5,22.8999996185303,b'M4.3',-9.40999984741211,-27.2999992370605,b'Y',b'',b'RV',b'',2,1,40.5085,-53.98742,40.5085,-53.98742,201898222,40.508512,-53.987432,95.6801,-10.953,12.642,STAR,2mass,0.0501138664140767,20180610,,,181-002508,02420204-5359147,,J024202.17-535914.7,4741424232977391488,26126802,,tmgaia,5.22331,5.22328,hsoy,NaN,NaN,,273.44006,-56.342413,3.666436,-63.387737,17.571,0.162,16.066,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.833,0.022,10.254,0.026,9.98,0.021,AAA-222-111-000-0-0,23,9.797,0.023,9.583,0.02,9.458,0.034,9.193,0.459,13.8719,0.000848933,0.017,gaiaj,,3023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0638127,NaN,20,0.8180192,,,NaN
b'K',b'00251465-6130483',10.5,7.75,85.9000015258789,-55.9000015258789,b'K7.6',10.1000003814697,2.78999996185303,3.29999995231628,8.39999961853027,6.80000019073486,b'K5.7',-0.680000007152557,4.80000019073486,b'Y',b'',b'RV',b'',2,0,6.31104,-61.51342,6.31104,-61.51342,231907973,6.311069,-61.513422,88.0035,-56.2729,9.717,STAR,2mass,0.0503117350304835,20180610,1993,8841-00145-1,143-000405,00251465-6130483,,J002514.78-613048.8,4902014090966232576,29731317,,tmgaia,0.193559,0.197553,tgas,22.4731,0.235093,tgas,308.419566,-55.334865,327.542707,-55.817967,12.635,0.073,11.26,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.615,0.027,7.943,0.04,7.749,0.026,AAA-111-111-000-0-0,88.3,7.559,0.032,7.593,0.02,7.509,0.017,7.425,0.107,10.5184,0.000345996,0.018,gaiaj,splin,4015,14,NaN,NaN,NaN,NaN,0.646331,0.0595884,0.6273842,0.0706119,2.32364,0.642683,GIANT,0.09780178,0.01803365,44.49768,0.460675,0.0110182,NaN,0,NaN,,,NaN
b'C',b'01180670-6258591',15.5,10.6400003433228,109.900001525879,-23.3999996185303,b'M4.8',13.4499998092651,2.66000008583069,3,9.30000019073486,14.3999996185303,b'M5.1',-8.68000030517578,360.5,b'Y',b'',b'Li',b'',1,2,19.52792,-62.98308,19.52792,-62.98308,237880881,19.527933,-62.983093,NaN,NaN,13.4,STAR,2mass,0.0514022158415335,20180610,,,,01180670-6258591,,J011806.85-625859.6,,,,2mass,NaN,NaN,,NaN,NaN,,297.798108,-53.878474,333.328552,-61.373167,18.073,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.53,0.026,10.963,0.025,10.636,0.023,AAA-222-111-000-0-0,50.5,10.445,0.024,10.219,0.021,10.06,0.045,8.84,NaN,NaN,NaN,0.161,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0205969,NaN,0,NaN,,,NaN
b'C',b'00284683-6751446',15.5,10.5,92,-43.7999992370605,b'M4.7',13.289999961853,2.60999989509583,3.29999995231628,7.59999990463257,13,b'M4.5',-8.36999988555908,264.700012207031,b'Y',b'',b'Li',b'',2,1,7.19512,-67.86239,7.19512,-67.86239,38820496,7.195155,-67.862396,NaN,NaN,13.653,STAR,2mass,0.052163141065716,20180610,,,111-000421,00284683-6751446,,J002847.01-675145.2,,31998837,,2mass,NaN,NaN,,NaN,NaN,,306.189899,-49.122279,318.98651,-60.298779,18.444,0.25,16.677,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.399,0.027,10.773,0.022,10.5,0.019,AAA-222-111-000-0-0,14.6,10.31,0.023,10.09,0.02,9.947,0.047,8.654,NaN,NaN,NaN,0.071,vjk,,2987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0235208,NaN,23,0.07773855,,,NaN
b'C',b'21354554-4218343',15.6999998092651,10.8100004196167,46.7999992370605,-67.9000015258789,b'M4.9',13.6400003433228,2.74000000953674,3.79999995231628,0.899999976158142,9.10000038146973,b'M5.2',-12.2700004577637,634,b'Y',b'',b'Li',b'',2,0,323.93975,-42.30953,323.93975,-42.30953,147250411,323.939757,-42.309544,NaN,NaN,13.724,STAR,2mass,0.0537350540317458,20180610,,,,21354554-4218343,,J213545.60-421835.0,,22035896,,2mass,NaN,NaN,,NaN,NaN,,358.826198,-47.68274,311.863415,-26.387176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.682,0.021,11.147,0.025,10.809,0.021,AAA-222-111-000-0-0,54,10.607,0.022,10.365,0.02,10.2,0.072,8.244,NaN,NaN,NaN,0.17,bpjk,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
b'C',b'20474501-3635409',8.89999961853027,6.78999996185303,20.3999996185303,-80.8000030517578,b'K4.3',8.94999980926514,2.36999988555908,3.70000004768372,-8.30000019073486,75.3000030517578,b'G7.4',0.159999996423721,339.100006103516,b'Y',b'',b'Li',b'',2,0,311.93754,-36.59469,311.93754,-36.59469,389423271,311.937559,-36.594688,5.25,-78.27,8.284,STAR,2mass,0.0553864735803705,20180610,102626,7469-00997-1,268-195091,20474501-3635409,,J204745.02-363541.6,6778413903052964096,19571197,,tmgaia,2,2,sblink,22.52,1.64,hip,6.249102,-38.250851,304.351035,-18.022506,10.152,0.047,9.44,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.513,0.021,6.93,0.029,6.794,0.026,AAA-111-111-000-0-0,43,6.66,0.072,6.652,0.022,6.635,0.016,6.512,0.071,8.85477,0.000345996,0.017,gaiaj,hplx,4609,80,NaN,NaN,NaN,NaN,1.30703,0.255008,0.700622,0.083421,1.67539,0.56005,GIANT,0.2336402,0.05206769,44.40497,3.23375,0.0405064,NaN,0,NaN,,,NaN
b'C',b'03512287-5154582',14.1000003814697,9.77000045776367,71.9000015258789,2.40000009536743,b'M4.4',12.4799995422363,2.13000011444092,3.5,17.2000007629395,15,b'M4.0',-8.5,42.7000007629395,b'Y',b'',b'RV',b'',2,1,57.84529,-51.91617,57.84529,-51.91617,206478549,57.845313,-51.916176,66.4088,2.18939,12.382,STAR,2mass,0.0554520258228169,20180610,,,191-003704,03512287-5154582,,J035122.96-515458.0,4829047063373894784,24709028,,tmgaia,4.25452,4.25452,hsoy,NaN,NaN,,261.930629,-48.34635,26.827213,-68.415978,17.097,0.162,15.715,0.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.608,0.022,10.029,0.022,9.767,0.023,AAA-222-111-000-0-0,14.4,9.553,0.021,9.382,0.019,9.206,0.027,8.699,0.205,13.5931,0.000739457,0.017,gaiaj,,3036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0119255,NaN,20,0.2483702,,,NaN
b'C',b'01380029-4603398',13.6999998092651,10.1400003433228,69.4000015258789,-20.3999996185303,b'M2.6',12.75,3.92000007629395,4,11.6000003814697,4.09999990463257,b'M2.4',-0.449999988079071,-16.3999996185303,b'N',b'',b'H{alpha}',b'',2,1,24.50121,-46.06106,24.50121,-46.06106,100101750,24.501226,-46.061071,75.5975,-23.7194,12.536,STAR,2mass,0.0562637731278129,20180610,,,220-001523,01380029-4603398,,J013800.37-460340.0,4931141253498388992,22142109,,tmgaia,3.36337,3.36338,hsoy,NaN,NaN,,280.000348,-68.938561,357.96716,-50.816537,16.647,0.057,15.064,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.972,0.026,10.428,0.023,10.144,0.021,AAA-222-111-000-0-0,19.6,9.995,0.023,9.861,0.02,9.649,0.044,8.489,NaN,13.6261,0.000751546,0.018,gaiaj,,3332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0149183,NaN,30,0.05398454,,,NaN
b'C',b'04213904-7233562',12.8000001907349,8.98999977111816,62.2000007629395,25.3999996185303,b'M2.4',11.5900001525879,2.89000010490417,3.79999995231628,15.6000003814697,5.59999990463257,b'M2.1',-4.05000019073486,11.1999998092651,b'Y',b'',b'RV',b'',2,1,65.41267,-72.56561,65.41267,-72.56561,33864387,65.412714,-72.565601,58.7336,37.391,11.36,STAR,2mass,0.0574638725065765,20180610,,,088-007783,04213904-7233562,,J042139.20-723355.6,4653517316264299904,33565200,,tmgaia,1.23202,1.23206,hsoy,NaN,NaN,,285.681329,-36.667292,313.9013,-79.643035,15.198,0.09,13.807,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.87,0.022,9.246,0.025,8.992,0.021,AAA-222-111-000-0-0,21.3,8.914,0.023,8.787,0.02,8.669,0.022,8.839,0.271,12.4075,0.000418865,0.017,gaiaj,,3464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.12286,NaN,37,0.1771218,,,NaN
