Name,SpT,__3.6_,__4.5_,__5.8_,__8.0_,__24_,W1mag,W2mag,W3mag,W4mag,E4.5,E8.0,E24,EW2,EW3,EW4,WISE,_2M,Simbad,_RA,_DE,RA,DEC
b'2MASS J16090002-1908368',b'M5',,10.270000457763672,,9.319999694824219,6.170000076293945,10.600000381469727,10.199999809265137,,,b'Y',b'Y',b'Y',b'Y',b'',b'',b'WISE',b'2M',b'Simbad',242.25008,-19.14356,242.25008,-19.14356
b'2MASS J16090071-2029086',b'M5',11.220000267028809,,10.539999961853027,,,11.479999542236328,10.850000381469727,9.34000015258789,7.630000114440918,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.25296,-20.48572,242.25296,-20.48572
b'2MASS J16090075-1908526',b'K9',,8.760000228881836,,7.420000076293945,3.4700000286102295,8.710000038146973,8.4399995803833,6.159999847412109,3.7100000381469727,b'N',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.25312,-19.14794,242.25312,-19.14794
b'2MASS J16090197-2151225',b'M6.5',,,,,,12.319999694824219,12.079999923706055,11.34000015258789,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.25821,-21.85625,242.25821,-21.85625
b'2MASS J16090200-2322400',b'M4',,,,,,9.9399995803833,9.8100004196167,9.789999961853027,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.25833,-23.37778,242.25833,-23.37778
b'2MASS J16090261-1859440',b'A0V',,6.949999809265137,,7.03000020980835,6.900000095367432,6.960000038146973,6.960000038146973,6.949999809265137,6.789999961853027,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.26087,-18.99556,242.26087,-18.99556
b'2MASS J16090397-1939456',b'M3',10.069999694824219,10.020000457763672,9.970000267028809,9.960000038146973,9.65999984741211,10.199999809265137,10.029999732971191,9.859999656677246,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.26654,-19.66267,242.26654,-19.66267
b'2MASS J16090405-1934000',b'M4',,10.359999656677246,,10.319999694824219,10.0600004196167,10.5,10.329999923706055,10.130000114440918,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.26687,-19.56667,242.26687,-19.56667
b'2MASS J16090407-2417588',b'M5.5',,,,,,,,,7.230000019073486,b'',b'',b'',b'',b'',b'Y',b'WISE',b'2M',b'Simbad',242.26696,-24.29967,242.26696,-24.29967
b'2MASS J16090451-2224523',b'M5',,,,,,11.65999984741211,11.399999618530273,10.850000381469727,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.26879,-22.41453,242.26879,-22.41453
b'2MASS J16090457-2418048',b'M3.5',,,,,,9.640000343322754,9.449999809265137,9.210000038146973,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.26904,-24.30133,242.26904,-24.30133
b'2MASS J16090511-2426282',b'M3.5',,,,,,10.84000015258789,10.680000305175781,10.489999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.27129,-24.44117,242.27129,-24.44117
b'2MASS J16090531-2510009',b'M5',,,,,,10.399999618530273,10.180000305175781,10.020000457763672,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.27212,-25.16692,242.27212,-25.16692
b'2MASS J16090776-2339545',b'M5.25',,,,,,10.949999809265137,10.6899995803833,10.609999656677246,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.28233,-23.66514,242.28233,-23.66514
b'2MASS J16090844-2009277',b'M4',,,,,,9.210000038146973,9.0600004196167,8.979999542236328,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.28517,-20.15769,242.28517,-20.15769
b'2MASS J16090884-2217466',b'M5.5',,,,,,11.859999656677246,11.640000343322754,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.28683,-22.29628,242.28683,-22.29628
b'2MASS J16090940-2245590',b'M4.5',,,,,,10.350000381469727,10.210000038146973,10.020000457763672,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.28917,-22.76639,242.28917,-22.76639
b'2MASS J16091338-1943281',b'M3',,10.289999961853027,,10.229999542236328,10.279999732971191,10.470000267028809,10.319999694824219,10.220000267028809,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.30575,-19.72447,242.30575,-19.72447
b'2MASS J16091580-1937063',b'M3',,11.029999732971191,,11.0,11.0,11.229999542236328,11.020000457763672,10.869999885559082,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.31583,-19.61842,242.31583,-19.61842
b'2MASS J16091684-1835226',b'M2',,,,,,9.539999961853027,9.460000038146973,9.359999656677246,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.32017,-18.58961,242.32017,-18.58961
b'2MASS J16091689-2341324',b'M4.75',,,,,,10.789999961853027,10.569999694824219,10.329999923706055,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.32037,-23.69233,242.32037,-23.69233
b'2MASS J16091837-2007349',b'M6.5',,,,,,11.739999771118164,11.460000038146973,11.420000076293945,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.32654,-20.12636,242.32654,-20.12636
b'[LHJ2007]J160918.69-222923.7',b'L1',15.220000267028809,14.970000267028809,,,,15.5,15.5,,,b'N',b'',b'',b'Y',b'',b'',b'WISE',b'2M',b'Simbad',242.32787,-22.48992,242.32787,-22.48992
b'2MASS J16092054-1926318',b'M5.5',,,,,7.230000019073486,11.539999961853027,10.989999771118164,9.460000038146973,7.329999923706055,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.33558,-19.44217,242.33558,-19.44217
b'2MASS J16092089-1927259',b'A0V',,7.380000114440918,7.320000171661377,7.349999904632568,6.260000228881836,7.380000114440918,7.389999866485596,7.119999885559082,6.360000133514404,b'N',b'N',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.33704,-19.45719,242.33704,-19.45719
b'2MASS J16092136-2139342',b'M5',,,,,,10.720000267028809,10.25,8.319999694824219,6.409999847412109,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.339,-21.6595,242.339,-21.6595
b'2MASS J16092218-2402091',b'M4.5',,,,,,10.720000267028809,10.550000190734863,10.40999984741211,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.34242,-24.03586,242.34242,-24.03586
b'2MASS J16092619-2403030',b'M4.75',,,,,,11.119999885559082,10.90999984741211,10.6899995803833,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.35912,-24.05083,242.35912,-24.05083
b'2MASS J16092938-2343121',b'M7.5',,,,,,12.9399995803833,12.649999618530273,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.37242,-23.72003,242.37242,-23.72003
b'2MASS J16093019-2059536',b'M6',12.5600004196167,12.40999984741211,12.399999618530273,12.260000228881836,9.8100004196167,12.729999542236328,12.4399995803833,11.880000114440918,,b'N',b'N',b'Y',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.37579,-20.99822,242.37579,-20.99822
b'2MASS J16093030-2104589',b'M0',,8.800000190734863,8.739999771118164,8.729999542236328,8.529999732971191,8.770000457763672,8.779999732971191,8.680000305175781,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.37625,-21.08303,242.37625,-21.08303
b'2MASS J16093035-2443379',b'M3.5',,,,,,9.350000381469727,9.199999809265137,9.119999885559082,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.37646,-24.72719,242.37646,-24.72719
b'2MASS J16093245-2405593',b'M5.75',,,,,,11.579999923706055,11.350000381469727,11.289999961853027,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.38521,-24.09981,242.38521,-24.09981
b'2MASS J16093378-1904562',b'M2',,9.529999732971191,,9.470000267028809,9.239999771118164,9.680000305175781,9.529999732971191,9.34000015258789,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.39075,-19.08228,242.39075,-19.08228
b'2MASS J16093558-1828232',b'M3',,,,,,10.479999542236328,10.220000267028809,8.390000343322754,6.320000171661377,b'',b'',b'',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.39825,-18.47311,242.39825,-18.47311
b'2MASS J16093653-1848009',b'M5',,,,,,9.720000267028809,9.180000305175781,7.420000076293945,5.230000019073486,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.40221,-18.80025,242.40221,-18.80025
b'2MASS J16093706-2052529',b'M4.75',,11.470000267028809,,11.399999618530273,,11.75,11.479999542236328,11.399999618530273,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.40442,-20.88136,242.40442,-20.88136
b'2MASS J16093968-2231537',b'M5',,,,,,10.5600004196167,10.380000114440918,10.1899995803833,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.41533,-22.53158,242.41533,-22.53158
b'2MASS J16094098-2217594',b'M0',,,,,,8.350000381469727,8.34000015258789,8.15999984741211,6.53000020980835,b'',b'',b'',b'N',b'N',b'Y',b'WISE',b'2M',b'Simbad',242.42075,-22.29983,242.42075,-22.29983
b'2MASS J16094277-2407585',b'M2.5',,,,,,9.430000305175781,9.3100004196167,9.130000114440918,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.42821,-24.13292,242.42821,-24.13292
b'2MASS J16094383-1823032',b'M4',,,,,,10.199999809265137,10.0,9.960000038146973,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.43262,-18.38422,242.43262,-18.38422
b'2MASS J16094521-2431185',b'M0',,,,,,9.020000457763672,9.010000228881836,8.84000015258789,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.43837,-24.52181,242.43837,-24.52181
b'2MASS J16094634-2255335',b'M5',,,,,,10.869999885559082,10.65999984741211,10.170000076293945,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.44308,-22.92597,242.44308,-22.92597
b'2MASS J16094644-1937361',b'M1',,9.430000305175781,,9.380000114440918,9.119999885559082,9.510000228881836,9.4399995803833,9.3100004196167,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.4435,-19.62669,242.4435,-19.62669
b'2MASS J16095060-1848521',b'M7',,,,,,12.739999771118164,12.369999885559082,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.46083,-18.81447,242.46083,-18.81447
b'2MASS J16095107-2722418',b'M6.5',,,,,,12.119999885559082,11.869999885559082,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.46279,-27.37828,242.46279,-27.37828
b'2MASS J16095217-2136277',b'M7',,,,,,11.329999923706055,10.970000267028809,10.800000190734863,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.46737,-21.60769,242.46737,-21.60769
b'2MASS J16095307-1948169',b'M6',,,,,,11.289999961853027,10.710000038146973,9.079999923706055,6.929999828338623,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.47112,-19.80469,242.47112,-19.80469
b'2MASS J16095361-1754474',b'M3',,10.8100004196167,,9.90999984741211,7.230000019073486,11.039999961853027,10.510000228881836,9.050000190734863,7.269999980926514,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.47337,-17.91317,242.47337,-17.91317
b'2MASS J16095441-1906551',b'M1',,9.390000343322754,,9.319999694824219,8.770000457763672,9.449999809265137,9.369999885559082,9.229999542236328,,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.47671,-19.11531,242.47671,-19.11531
b'2MASS J16095695-2212027',b'M5.5',,,,,,12.4399995803833,12.119999885559082,12.100000381469727,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.48729,-22.20075,242.48729,-22.20075
b'2MASS J16095852-2345186',b'M6',,,,,8.15999984741211,11.34000015258789,10.960000038146973,9.989999771118164,,b'',b'',b'Y',b'N',b'Y',b'',b'WISE',b'2M',b'Simbad',242.49383,-23.75517,242.49383,-23.75517
b'2MASS J16095879-2354273',b'M4',,,,,,10.520000457763672,10.329999923706055,10.279999732971191,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.49496,-23.90758,242.49496,-23.90758
b'2MASS J16095933-1800090',b'M5',9.869999885559082,9.670000076293945,9.430000305175781,8.489999771118164,4.53000020980835,10.119999885559082,9.800000190734863,7.460000038146973,4.71999979019165,b'Y',b'Y',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.49721,-18.0025,242.49721,-18.0025
b'2MASS J16095990-2155424',b'M6.5',12.880000114440918,12.800000190734863,12.739999771118164,12.8100004196167,,13.069999694824219,12.859999656677246,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.49958,-21.92844,242.49958,-21.92844
b'2MASS J16100129-2152243',b'M5.5',11.300000190734863,11.239999771118164,11.1899995803833,11.170000076293945,,11.460000038146973,11.220000267028809,10.970000267028809,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.50537,-21.87342,242.50537,-21.87342
b'2MASS J16100184-2349432',b'M5',,,,,,9.979999542236328,9.770000457763672,9.739999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.50767,-23.82867,242.50767,-23.82867
b'2MASS J16100541-1919362',b'M5.75',11.930000305175781,11.680000305175781,11.350000381469727,10.789999961853027,8.470000267028809,12.170000076293945,11.619999885559082,10.199999809265137,,b'Y',b'Y',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.52254,-19.32672,242.52254,-19.32672
b'2MASS J16100608-2127440',b'M8',,,,,9.779999732971191,13.289999961853027,12.649999618530273,11.170000076293945,,b'',b'',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.52533,-21.46222,242.52533,-21.46222
b'2MASS J16100753-1810568',b'M6',,,,,,11.520000457763672,11.229999542236328,10.979999542236328,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.53137,-18.18244,242.53137,-18.18244
b'2MASS J16101041-1945398',b'M3',10.180000305175781,10.100000381469727,10.050000190734863,10.039999961853027,9.510000228881836,10.260000228881836,10.09000015258789,9.930000305175781,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.54337,-19.76106,242.54337,-19.76106
b'2MASS J16101100-1946040',b'M5',10.989999771118164,10.90999984741211,10.84000015258789,10.829999923706055,9.90999984741211,11.109999656677246,10.880000114440918,10.65999984741211,,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.54583,-19.76778,242.54583,-19.76778
b'2MASS J16101191-2101550',b'M5.5',,,,,,12.010000228881836,11.470000267028809,10.109999656677246,7.769999980926514,b'',b'',b'',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.54962,-21.03194,242.54962,-21.03194
b'2MASS J16101473-1919095',b'M2',9.8100004196167,9.760000228881836,9.720000267028809,9.65999984741211,9.15999984741211,9.890000343322754,9.760000228881836,9.609999656677246,,b'N',b'N',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.56137,-19.31931,242.56137,-19.31931
b'2MASS J16101888-2502325',b'M4.5',10.90999984741211,10.619999885559082,10.350000381469727,9.899999618530273,6.789999961853027,,,,7.199999809265137,b'N',b'Y',b'Y',b'',b'',b'Y',b'WISE',b'2M',b'Simbad',242.57867,-25.04236,242.57867,-25.04236
b'2MASS J16101918-2502301',b'K7',8.270000457763672,8.319999694824219,8.239999771118164,8.220000267028809,8.300000190734863,8.289999961853027,8.319999694824219,7.869999885559082,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.57992,-25.04169,242.57992,-25.04169
b'2MASS J16101942-2331089',b'M5.75',,,,,,12.4399995803833,12.170000076293945,11.949999809265137,8.489999771118164,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.58092,-23.51914,242.58092,-23.51914
b'2MASS J16102087-2331556',b'M5.5',,,,,,10.789999961853027,10.59000015258789,10.609999656677246,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.58696,-23.53211,242.58696,-23.53211
b'2MASS J16102152-1941318',b'M3',,9.5,,9.430000305175781,9.229999542236328,9.680000305175781,9.479999542236328,9.350000381469727,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.58967,-19.69217,242.58967,-19.69217
b'2MASS J16102174-1904067',b'M1',,,,,8.760000228881836,9.3100004196167,9.170000076293945,9.069999694824219,,b'',b'',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.59058,-19.06853,242.59058,-19.06853
b'2MASS J16102344-2312176',b'M4.5',,,,,,9.989999771118164,9.800000190734863,9.699999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.59767,-23.20489,242.59767,-23.20489
b'2MASS J16102474-1914074',b'M3',,10.0,,9.930000305175781,9.600000381469727,10.15999984741211,9.989999771118164,9.850000381469727,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.60308,-19.23539,242.60308,-19.23539
b'2MASS J16102516-2535590',b'M5',,,,,,10.59000015258789,10.359999656677246,10.199999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.60483,-25.59972,242.60483,-25.59972
b'2MASS J16102535-2306233',b'A3III/IV',,7.21999979019165,,7.289999961853027,6.960000038146973,7.210000038146973,7.25,7.170000076293945,7.03000020980835,b'N',b'N',b'Y',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.60562,-23.10647,242.60562,-23.10647
b'2MASS J16102564-2411250',b'M6.5',,,,,,13.489999771118164,13.050000190734863,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.60683,-24.19028,242.60683,-24.19028
b'2MASS J16102639-1939513',b'M4',,9.90999984741211,,9.869999885559082,9.729999542236328,10.130000114440918,9.90999984741211,9.770000457763672,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.60996,-19.66425,242.60996,-19.66425
b'2MASS J16102649-2230533',b'M5',,,,,,10.329999923706055,10.15999984741211,9.960000038146973,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.61037,-22.51481,242.61037,-22.51481
b'2MASS J16102819-1910444',b'M4',,10.899999618530273,,10.140000343322754,7.559999942779541,11.460000038146973,11.020000457763672,9.350000381469727,7.420000076293945,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.61746,-19.179,242.61746,-19.179
b'2MASS J16102857-1904469',b'M3',,,,,5.380000114440918,8.5600004196167,8.350000381469727,6.829999923706055,5.579999923706055,b'',b'',b'Y',b'N',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.61904,-19.07969,242.61904,-19.07969
b'2MASS J16102888-2213477',b'G6',,,,,7.039999961853027,7.110000133514404,7.099999904632568,7.059999942779541,7.159999847412109,b'',b'',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.62033,-22.22992,242.62033,-22.22992
b'2MASS J16102988-2403497',b'M4.5',,,,,,11.770000457763672,11.550000190734863,11.539999961853027,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.6245,-24.06381,242.6245,-24.06381
b'2MASS J16103008-1839065',b'M4',10.109999656677246,,9.880000114440918,,,10.3100004196167,10.050000190734863,9.640000343322754,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.62533,-18.65181,242.62533,-18.65181
b'2MASS J16103014-2315167',b'M7',,,,,,13.050000190734863,12.75,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.62558,-23.25464,242.62558,-23.25464
b'2MASS J16103093-1824229',b'M3',,9.779999732971191,,9.760000228881836,,9.9399995803833,9.75,9.680000305175781,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.62887,-18.40636,242.62887,-18.40636
b'2MASS J16103196-1913062',b'K7',,8.6899995803833,,8.609999656677246,8.489999771118164,8.699999809265137,8.630000114440918,8.529999732971191,8.239999771118164,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.63317,-19.21839,242.63317,-19.21839
b'2MASS J16103525-2029168',b'M5',,,,,,11.420000076293945,11.229999542236328,11.010000228881836,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.64687,-20.488,242.64687,-20.488
b'2MASS J16103876-1829235',b'M6',12.010000228881836,11.710000038146973,11.369999885559082,10.819999694824219,7.820000171661377,12.25,11.760000228881836,10.100000381469727,,b'Y',b'Y',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.6615,-18.48986,242.6615,-18.48986
b'2MASS J16103956-1916524',b'M2',10.0,,9.880000114440918,,9.170000076293945,10.100000381469727,9.949999809265137,9.8100004196167,,b'',b'',b'Y',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.66483,-19.28122,242.66483,-19.28122
b'2MASS J16104202-2101319',b'K5',,,,,,8.25,8.1899995803833,8.010000228881836,7.110000133514404,b'',b'',b'',b'N',b'N',b'Y',b'WISE',b'2M',b'Simbad',242.67508,-21.02553,242.67508,-21.02553
b'2MASS J16104392-1922258',b'M3',,,,,,9.8100004196167,9.6899995803833,9.720000267028809,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.683,-19.37383,242.683,-19.37383
b'2MASS J16104636-1840598',b'M4.5',,,,,,10.739999771118164,10.260000228881836,8.630000114440918,6.659999847412109,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.69317,-18.68328,242.69317,-18.68328
b'2MASS J16104714-2239492',b'M8.5',13.550000190734863,13.4399995803833,,,,13.800000190734863,13.510000228881836,,,b'N',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.69642,-22.66367,242.69642,-22.66367
b'2MASS J16104996-2212515',b'M5.5',,,,,,11.5,11.229999542236328,11.09000015258789,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.70817,-22.21431,242.70817,-22.21431
b'2MASS J16105240-1937344',b'M3',,10.380000114440918,,10.279999732971191,8.800000190734863,10.600000381469727,10.380000114440918,10.25,,b'N',b'N',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.71833,-19.62622,242.71833,-19.62622
b'2MASS J16105429-2309108',b'M5.75',,,,,,11.880000114440918,11.680000305175781,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.72621,-23.153,242.72621,-23.153
b'2MASS J16105499-2126139',b'M6',,,,,,11.5600004196167,11.289999961853027,10.739999771118164,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.72912,-21.43719,242.72912,-21.43719
b'2MASS J16105511-2531214',b'F2V',,,,,3.0899999141693115,7.769999980926514,7.619999885559082,5.050000190734863,3.1700000762939453,b'',b'',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.72962,-25.52261,242.72962,-25.52261
b'2MASS J16105728-2359540',b'M4.5',,,,,,11.680000305175781,11.479999542236328,11.569999694824219,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.73867,-23.99833,242.73867,-23.99833
b'2MASS J16105792-2511100',b'M3.75',,,,,,9.75,9.619999885559082,9.529999732971191,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.74133,-25.18611,242.74133,-25.18611
b'2MASS J16110142-1924489',b'M5',,,,,,12.079999923706055,11.829999923706055,,,b'',b'',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.75592,-19.41358,242.75592,-19.41358
b'2MASS J16110212-2335504',b'M5',,,,,,10.739999771118164,10.5600004196167,10.449999809265137,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.75883,-23.59733,242.75883,-23.59733
b'2MASS J16110360-2426429',b'M8',,,,,9.5,13.09000015258789,12.4399995803833,10.739999771118164,,b'',b'',b'Y',b'Y',b'Y',b'',b'WISE',b'2M',b'Simbad',242.765,-24.44525,242.765,-24.44525
b'2MASS J16110737-2228501',b'M6',,,,,,10.970000267028809,10.390000343322754,8.539999961853027,7.010000228881836,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.78071,-22.48058,242.78071,-22.48058
b'2MASS J16110744-2503016',b'M3.25',,,,,,9.5,9.350000381469727,9.220000267028809,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.781,-25.05044,242.781,-25.05044
b'2MASS J16110890-1904468',b'K2',7.539999961853027,7.5,7.420000076293945,7.440000057220459,7.25,7.570000171661377,7.510000228881836,7.380000114440918,7.46999979019165,b'N',b'N',b'N',b'N',b'N',b'N',b'WISE',b'2M',b'Simbad',242.78708,-19.07967,242.78708,-19.07967
b'2MASS J16111095-1933320',b'M5',,,,,,10.829999923706055,10.390000343322754,9.180000305175781,8.039999961853027,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.79562,-19.55889,242.79562,-19.55889
b'2MASS J16111237-1927374',b'M5',,,,,,11.25,10.6899995803833,8.739999771118164,6.949999809265137,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.80154,-19.46039,242.80154,-19.46039
b'2MASS J16111330-2019029',b'M3',,,,,,8.869999885559082,8.430000305175781,7.130000114440918,4.889999866485596,b'',b'',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.80542,-20.31747,242.80542,-20.31747
b'2MASS J16111534-1757214',b'M1',,8.300000190734863,,7.090000152587891,4.96999979019165,8.75,8.270000457763672,6.269999980926514,4.75,b'Y',b'Y',b'Y',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.81392,-17.95594,242.81392,-17.95594
b'2MASS J16111662-1939103',b'M4',,,,,,9.430000305175781,9.260000228881836,9.130000114440918,,b'',b'',b'',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.81925,-19.65286,242.81925,-19.65286
b'2MASS J16111705-2213085',b'M5',,9.59000015258789,,8.930000305175781,,10.020000457763672,9.40999984741211,8.119999885559082,6.239999771118164,b'Y',b'Y',b'',b'Y',b'Y',b'Y',b'WISE',b'2M',b'Simbad',242.82104,-22.21903,242.82104,-22.21903
b'2MASS J16111711-2217173',b'M7',12.84000015258789,12.739999771118164,12.739999771118164,12.710000038146973,,13.039999961853027,12.770000457763672,,,b'N',b'N',b'',b'N',b'',b'',b'WISE',b'2M',b'Simbad',242.82129,-22.28814,242.82129,-22.28814
b'2MASS J16111813-1757286',b'M4',,8.949999809265137,,8.899999618530273,8.710000038146973,9.140000343322754,8.949999809265137,8.800000190734863,,b'N',b'N',b'N',b'N',b'N',b'',b'WISE',b'2M',b'Simbad',242.82554,-17.95794,242.82554,-17.95794
